accuracy,precision,recall,f1_score,roc_auc,model_name
0.7689015691868759,0.5445920303605313,0.7735849056603774,0.6391982182628062,0.8482304621425827,random_forest
0.8052781740370899,0.675,0.5094339622641509,0.5806451612903226,0.8466932112595784,logistic_regression
0.8074179743223966,0.6810035842293907,0.5121293800539084,0.5846153846153846,0.842175576011566,gradient_boosting
0.797432239657632,0.6494845360824743,0.5094339622641509,0.5709969788519638,0.8416383225141895,xgboost
0.7532097004279601,0.5227686703096539,0.7735849056603774,0.6239130434782608,0.8353010841801721,decision_tree
